,all,our,over,remove,internet,order,receive,addresses,free,business,email,credit,000,hp,hpl,!,$,longest,total,address,telnet,technology,original,edu,average,font,cs,project,table,[,#,spam
2337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,4,36,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0
2338,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,31,0.0,0.0,0.0,0.0,0.0,1.148,0.0,0.0,0.0,0.0,0.0,0.0,0
2339,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,2.378,0.0,37,126,0.0,0.0,0.0,0.0,0.0,3.315,0.0,0.0,0.0,0.0,0.0,0.0,0
2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442,0.0,10,17,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0
2341,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,5,53,0.0,0.0,0.0,1.47,0.0,1.827,0.0,0.0,0.0,0.0,0.0,0.0,0
2342,0.17,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.78,0.0,0.0,0.0,3.05,0.0,0.0,0.022,24,540,0.0,0.0,0.08,0.0,0.0,2.432,0.0,0.0,0.0,0.0,0.0,0.0,0
2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.371,0.0,8,27,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.87,0.107,0.0,11,81,0.0,0.87,0.87,0.0,1.75,2.454,0.0,0.0,0.0,0.0,0.0,0.0,0
2345,0.15,0.09,0.03,0.0,0.03,0.03,0.0,0.01,0.03,0.05,0.03,0.0,0.07,0.0,0.0,0.002,0.005,107,3168,0.01,0.0,0.11,0.03,0.09,2.143,0.0,0.19,0.03,0.0,0.0,0.0,0
2346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086,0.0,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,42,0.0,0.0,0.0,0.0,0.0,1.909,0.0,0.0,0.0,0.0,0.194,0.0,0
2348,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,40,0.0,0.0,0.0,0.0,0.0,1.379,0.0,0.0,0.0,0.0,0.0,0.0,0
2349,1.61,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23,0.0,0.0,0.0,0.0,0.0,1.769,0.0,0.0,0.0,0.0,0.0,0.0,0
2350,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,3,19,0.0,0.0,0.0,0.0,0.0,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0
2351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,139,0.0,0.0,0.0,0.0,0.0,3.475,0.0,0.0,0.0,0.0,0.0,0.13,0
2352,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.32,0.0,0.0,13,133,0.0,0.44,0.44,0.88,0.0,1.955,0.0,0.0,0.0,0.0,0.073,0.0,0
2353,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955,0.0,5,24,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2354,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,4,53,0.0,0.0,0.0,0.0,0.0,1.766,0.0,0.0,0.0,0.0,0.0,0.0,0
2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558,0.0,7,28,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0
2357,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,31,0.0,0.0,0.0,0.0,0.0,1.631,0.0,0.0,0.0,0.0,0.0,0.0,0
2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,2.77,0.355,0.0,12,64,0.0,0.0,0.0,0.0,0.0,2.666,0.0,0.0,0.0,0.0,0.0,0.0,0
2359,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.96,0.96,0.0,0.0,5,55,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0
2360,0.33,0.22,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,11,395,0.22,0.0,0.0,0.0,0.0,2.068,0.11,0.0,0.0,0.0,0.0,0.0,0
2361,2.43,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.54,0.0,0.0,12,167,0.0,0.0,0.0,0.0,0.0,2.319,0.0,0.0,0.0,0.0,0.0,0.0,0
2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.74,0.0,0.0,53,148,0.0,0.0,0.0,0.0,0.0,4.228,0.0,0.0,0.0,0.0,0.0,0.0,0
2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,9,212,0.18,0.0,0.37,0.0,0.0,2.141,0.0,0.0,0.0,0.18,0.0,0.0,0
2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.0,7,15,0.0,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0
2365,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,38,0.0,0.0,0.0,0.0,0.0,1.652,0.0,0.0,0.0,0.0,0.0,0.0,0
2366,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.0,4,13,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2367,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,41,0.0,0.0,0.0,0.0,0.0,1.863,0.0,0.0,0.0,0.0,0.0,0.0,0
2368,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,10,79,0.0,0.0,0.0,0.0,0.77,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0
2369,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,26,0.0,0.0,0.0,0.0,0.0,1.529,0.0,0.0,0.0,0.0,0.0,0.0,0
2370,0.29,0.29,0.0,0.0,0.29,3.23,0.29,0.0,0.0,0.0,0.88,0.29,0.0,0.29,0.29,0.113,0.265,16,208,0.58,0.0,0.0,0.0,0.0,2.285,0.0,0.0,0.0,0.0,0.0,0.113,0
2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,33,0.0,0.0,0.0,0.0,0.0,2.062,0.0,0.0,0.0,0.0,0.0,0.0,0
2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,14,25,0.0,0.0,0.0,0.0,0.0,2.777,0.0,0.0,0.0,0.0,0.0,0.0,0
2373,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,6,67,0.0,0.0,0.61,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0
2374,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.26,0.0,0.0,0.036,11,307,0.0,0.0,0.0,0.0,2.4,1.632,0.0,0.0,0.26,0.0,0.0,0.0,0
2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,428,0.0,0.0,0.0,0.0,0.0,1.567,0.0,0.0,0.0,0.0,0.0,0.0,0
2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,2.19,0.0,0.0,10,53,0.0,0.0,0.0,0.0,0.0,2.304,0.0,0.0,0.0,0.0,0.0,0.0,0
2377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.0,4,16,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0
2378,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.97,0.078,0.0,16,171,0.0,0.0,0.0,0.48,0.0,2.552,0.0,0.0,0.0,0.0,0.0,0.0,0
2379,0.08,0.17,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,3.54,0.0,0.0,0.011,25,566,0.0,0.0,0.77,0.0,0.0,2.45,0.0,0.0,0.17,0.0,0.0,0.0,0
2380,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.5,0.0,0.0,10,63,0.0,0.0,0.0,0.0,0.0,2.032,0.0,0.0,0.0,0.0,0.0,0.0,0
2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473,0.0,15,27,0.0,0.0,0.0,0.0,0.0,2.454,0.0,0.0,0.0,0.0,0.0,0.0,0
2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.0,15,67,0.0,0.0,0.0,1.01,1.01,2.31,0.0,0.0,0.0,0.0,0.188,0.0,0
2383,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,4,25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2384,0.0,0.54,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.54,0.0,0.0,16,65,0.0,0.0,0.0,0.0,0.0,1.969,0.0,0.0,0.0,0.0,0.09,0.0,0
2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,53,0.0,0.0,0.0,0.0,0.0,2.409,0.0,0.0,0.0,0.0,0.0,0.0,0
2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,18,29,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.68,0.0,0
2387,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,34,153,0.0,0.0,0.0,0.0,0.56,4.5,0.0,0.0,0.0,0.0,0.09,0.0,0
2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,2.12,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366,0.0,15,28,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.0,17,36,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0
2391,0.0,0.78,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.39,0.129,0.0,16,249,0.0,0.39,0.39,0.78,0.0,2.895,0.0,0.0,0.0,0.0,0.0,0.0,0
2392,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.05,0.21,0.1,0.0,0.05,0.21,2.05,0.48,0.062,0.046,32,1026,0.0,0.27,0.0,0.0,0.0,2.007,0.0,0.0,0.0,0.0,0.015,0.0,0
2393,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.19,0.12,0.0,0.06,0.25,2.26,0.38,0.064,0.055,25,897,0.0,0.32,0.0,0.0,0.0,2.024,0.0,0.0,0.0,0.0,0.018,0.0,0
2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.97,0.0,0.0,15,89,0.0,0.0,0.0,0.0,0.0,3.178,0.0,0.0,0.0,0.0,0.0,0.0,0
2395,0.85,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,89,0.0,0.0,0.0,0.0,0.0,1.085,0.0,0.0,0.0,0.0,0.0,0.0,0
2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17,0.0,0.0,0.0,0.0,0.0,1.888,0.0,0.0,0.0,0.0,0.689,0.0,0
2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.74,0.0,0.0,45,140,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,17,26,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0
2399,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.0,0.0,14,90,0.0,1.92,0.0,0.0,0.0,2.307,0.0,0.0,3.84,0.0,0.0,0.161,0
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.35,0.0,0.0,12,161,0.0,0.45,0.45,0.45,0.0,2.236,0.0,0.0,0.0,0.0,0.43,0.071,0
2401,0.36,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.36,1.28,0.055,0.0,51,270,0.0,0.0,0.0,0.18,0.0,3.176,0.0,0.0,0.0,0.0,0.0,0.0,0
2402,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,11,41,0.0,0.0,0.0,0.0,0.0,2.277,0.0,0.0,0.0,0.0,0.0,0.0,0
2403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,38,0.0,0.0,0.0,0.0,0.0,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0
2404,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,2.47,0.24,0.0,34,126,0.0,0.82,0.82,0.0,0.0,4.666,0.0,0.0,0.0,0.0,0.0,0.0,0
2405,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.69,0.0,0.0,14,188,0.0,0.0,0.34,0.34,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0
2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,12,68,0.0,0.0,0.0,0.0,0.0,2.833,0.0,0.0,0.0,0.0,0.0,0.0,0
2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.78,0.0,0.0,9,30,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,125,0.0,0.0,0.0,0.0,0.0,3.472,0.0,0.0,0.0,0.0,0.14,0.0,0
2409,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,1.52,0.0,0.0,52,140,0.0,0.76,0.76,0.0,0.0,4.242,0.0,0.0,0.0,0.0,0.0,0.0,0
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2411,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,11,59,0.0,0.0,0.0,0.0,0.0,2.185,0.0,0.0,0.0,0.0,0.0,0.0,0
2412,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.163,0.0,13,150,0.0,0.0,0.0,0.92,0.0,2.343,0.0,0.0,0.0,0.0,0.0,0.081,0
2413,0.0,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2414,0.14,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.07,3.03,0.0,0.0,0.0,26,855,0.07,0.0,0.07,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2415,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,3.96,0.0,0.0,12,125,0.0,0.0,0.0,0.0,0.0,1.736,0.0,0.0,0.0,0.0,0.0,0.0,0
2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.8,0.091,0.0,12,227,0.0,0.53,0.53,0.8,0.0,2.225,0.0,0.0,0.0,0.0,0.0,0.0,0
2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,145,0.0,0.0,0.0,0.0,0.0,4.393,0.0,0.0,0.0,0.0,0.158,0.0,0
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.17,0.103,0.0,12,94,0.0,0.58,0.58,0.58,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2421,0.94,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.096,0.0,45,180,0.31,0.0,0.0,0.0,0.0,2.368,0.0,0.31,0.0,0.0,0.0,0.0,0
2422,0.12,0.12,0.12,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.72,0.0,0.033,78,645,0.0,0.0,0.0,0.0,0.0,4.134,0.0,0.0,0.0,0.0,0.033,0.0,0
2423,0.1,0.0,0.1,0.0,0.05,0.49,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.49,0.54,0.0,0.014,107,1386,0.0,0.0,0.38,0.0,0.0,3.715,0.0,0.0,0.0,0.0,0.078,0.0,0
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.0,6,39,0.0,0.0,0.0,0.0,0.0,2.166,0.0,0.0,0.0,0.0,0.0,0.216,0
2425,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.37,0.061,0.0,13,118,0.0,0.37,0.37,2.63,0.0,1.903,0.0,0.0,0.0,0.0,0.0,0.0,0
2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,0.0,0.0,12,127,0.0,0.73,0.73,0.73,0.0,2.351,0.0,0.0,0.0,0.0,0.666,0.111,0
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,18,0.0,0.0,0.0,3.44,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,20,40,0.0,0.0,0.0,0.0,0.0,2.222,0.0,0.0,0.0,0.0,0.0,0.203,0
2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,0.0,0.0,0.0,6,17,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0,0
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,129,0.0,0.0,0.0,0.0,0.0,3.583,0.0,0.0,0.0,0.0,0.0,0.076,0
2432,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,75,336,0.0,0.0,0.0,0.0,0.0,3.574,0.0,0.0,0.0,0.74,0.119,0.0,0
2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564,0.0,9,20,0.0,0.0,0.0,0.0,0.0,1.818,0.0,0.0,0.0,0.0,0.0,0.0,0
2434,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,18,69,0.0,0.0,0.0,0.49,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,79,0.0,0.0,2.04,0.0,0.0,1.41,0.0,0.0,3.4,0.0,0.0,0.0,0
2436,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.0,3,29,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0
2437,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,17,37,0.0,0.0,0.0,0.0,0.0,1.761,0.0,0.0,0.0,0.0,0.0,0.0,0
2438,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,24,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0
2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15,0.0,0.0,0.0,0.0,0.0,1.071,0.0,0.0,0.0,0.0,0.0,0.0,0
2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2441,0.0,1.28,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.28,0.0,0.0,11,42,0.0,1.28,1.28,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0
2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,1.69,0.84,0.0,0.0,11,64,0.0,0.0,0.0,0.0,0.0,1.777,0.0,0.0,0.0,0.0,0.0,0.0,0
2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29,0.0,0.0,0.0,0.0,0.0,1.611,0.0,0.0,0.0,0.0,0.0,0.0,0
2444,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,3,37,0.0,0.0,0.0,0.0,0.0,1.275,0.0,0.0,0.0,0.0,0.0,0.0,0
2445,0.25,0.0,0.0,0.0,0.38,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.76,0.0,0.036,32,491,0.0,0.0,0.0,0.0,0.0,3.167,0.0,0.0,0.0,0.0,0.036,0.0,0
2446,0.25,0.0,0.25,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.59,0.0,0.022,55,807,0.08,0.0,0.25,0.0,0.0,3.995,0.0,0.0,0.0,0.0,0.045,0.0,0
2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,38,0.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0
